0	13	25	24	29	30	28	31	13	30	19	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	word_98.png
1	23	25	24	31	23	15	24	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_833.png
2	25	28	33	15	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_306.png
3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_535.png
4	22	13	14	3	5	8	1	33	32	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_751.png
5	20	31	19	13	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_823.png
6	28	25	29	30	11	24	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_676.png
7	11	26	26	28	25	11	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_582.png
8	14	15	29	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_297.png
9	13	25	22	22	15	13	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_707.png
10	13	25	22	13	18	15	29	30	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_648.png
11	28	15	17	19	29	30	15	28	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_450.png
12	18	15	24	28	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_692.png
13	11	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_246.png
14	22	19	12	28	11	28	19	15	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_510.png
15	13	28	15	11	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_10.png
16	13	25	31	24	13	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_509.png
17	20	15	24	24	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_644.png
18	30	28	11	16	16	19	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_538.png
19	13	11	29	30	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_778.png
20	19	23	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_807.png
21	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_567.png
22	24	25	21	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_518.png
23	18	15	28	25	15	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_577.png
24	11	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_698.png
25	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_711.png
26	30	35	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_145.png
27	23	31	22	30	19	23	15	14	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_407.png
28	11	29	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_715.png
29	15	27	31	19	26	23	15	24	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_204.png
30	29	15	28	32	19	13	15	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_7.png
31	16	25	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_428.png
32	33	11	32	15	14	25	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_71.png
33	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	word_33.png
